SalesHeaderKey;SalesOrderNumber;OrderDate;DueDate;ShipDate;CustomerKey;RegionKey;DiscountAmount;TotalAmount;SalesAmount
2862;SO48788;30/06/2012;12/07/2012;07/07/2012;234;2;2982,96;85919,85;82936,89
3066;SO49476;28/08/2012;09/09/2012;04/09/2012;575;2;402,30;17725,09;17322,79
2999;SO49864;28/09/2012;10/10/2012;05/10/2012;618;2;1557,06;45918,68;44361,62
2909;SO50259;28/10/2012;09/11/2012;04/11/2012;558;2;1140,60;46990,45;45849,85
3090;SO50290;28/10/2012;09/11/2012;04/11/2012;666;2;905,74;37329,37;36423,63
2874;SO50727;28/11/2012;10/12/2012;05/12/2012;54;2;1075,52;45943,98;44868,46
2936;SO55259;30/03/2013;11/04/2013;06/04/2013;691;2;908,60;29503,14;28594,54
2825;SO59012;30/05/2013;11/06/2013;06/06/2013;539;2;1581,44;52733,55;51152,11
2846;SO59075;30/05/2013;11/06/2013;06/06/2013;179;2;1417,94;35547,01;34129,07
3071;SO61219;30/06/2013;12/07/2013;07/07/2013;691;2;759,70;23752,42;22992,72
3075;SO63182;31/07/2013;12/08/2013;07/08/2013;522;2;662,28;21200,02;20537,74
3143;SO65194;29/08/2013;10/09/2013;05/09/2013;53;2;489,74;12551,02;12061,28
2919;SO65245;29/08/2013;10/09/2013;05/09/2013;179;2;578,36;28094,53;27516,17
2939;SO65257;29/08/2013;10/09/2013;05/09/2013;539;2;1877,10;63653,63;61776,53
2871;SO67282;29/09/2013;11/10/2013;06/10/2013;691;2;1002,70;26440,57;25437,87
2840;SO69467;29/10/2013;10/11/2013;05/11/2013;522;2;214,22;11951,69;11737,47
3154;SO71873;29/11/2013;11/12/2013;06/12/2013;53;2;190,48;4480,61;4290,13
2865;SO71894;29/11/2013;11/12/2013;06/12/2013;539;2;2620,60;70205,79;67585,19
2877;SO71947;29/11/2013;11/12/2013;06/12/2013;179;2;1229,58;34063,82;32834,24
2943;SO51088;28/12/2012;09/01/2013;04/01/2013;125;2;1303,08;36907,49;35604,41
2960;SO51111;28/12/2012;09/01/2013;04/01/2013;594;2;912,58;35179,05;34266,47
2859;SO51157;28/12/2012;09/01/2013;04/01/2013;414;2;1083,62;50776,02;49692,39
2828;SO51762;28/01/2013;09/02/2013;04/02/2013;684;2;1347,18;46799,52;45452,34
2835;SO53570;28/02/2013;12/03/2013;07/03/2013;54;2;1750,70;63943,88;62193,18
2905;SO55248;30/03/2013;11/04/2013;06/04/2013;618;2;1092,98;39605,70;38512,72
2947;SO55261;30/03/2013;11/04/2013;06/04/2013;594;2;908,94;29206,99;28298,05
2885;SO57065;30/04/2013;12/05/2013;07/05/2013;233;2;654,94;34114,50;33459,56
2911;SO57076;30/04/2013;12/05/2013;07/05/2013;684;2;863,12;26696,46;25833,34
3032;SO61181;30/06/2013;12/07/2013;07/07/2013;125;2;1038,86;30500,11;29461,25
3009;SO61209;30/06/2013;12/07/2013;07/07/2013;594;2;862,08;28194,27;27332,19
2838;SO61224;30/06/2013;12/07/2013;07/07/2013;618;2;1140,96;35379,50;34238,54
3093;SO63264;31/07/2013;12/08/2013;07/08/2013;432;2;161,26;3856,85;3695,59
2898;SO65236;29/08/2013;10/09/2013;05/09/2013;54;2;507,22;19176,83;18669,61
2982;SO67263;29/09/2013;11/10/2013;06/10/2013;125;2;1432,20;39822,92;38390,72
2925;SO67271;29/09/2013;11/10/2013;06/10/2013;618;2;918,22;32468,30;31550,08
2913;SO67284;29/09/2013;11/10/2013;06/10/2013;594;2;910,54;31611,07;30700,53
3036;SO44117;01/03/2011;13/03/2011;08/03/2011;143;2;422,48;12907,77;12485,29
3087;SO44313;31/03/2011;12/04/2011;07/04/2011;161;2;812,64;26037,02;25224,38
2843;SO44494;01/05/2011;13/05/2011;08/05/2011;558;2;720,20;28557,88;27837,67
2923;SO44559;01/05/2011;13/05/2011;08/05/2011;342;2;541,26;17451,42;16910,16
3104;SO44782;31/05/2011;12/06/2011;07/06/2011;143;2;779,52;29226,25;28446,73
2855;SO45053;01/07/2011;13/07/2011;08/07/2011;618;2;743,68;19315,00;18571,32
3108;SO45302;01/08/2011;13/08/2011;08/08/2011;270;2;793,54;22217,50;21423,96
2831;SO45556;29/08/2011;10/09/2011;05/09/2011;575;2;660,66;22822,78;22162,12
3083;SO45561;29/08/2011;10/09/2011;05/09/2011;143;2;371,88;25464,58;25092,71
3070;SO46068;29/10/2011;10/11/2011;05/11/2011;684;2;703,26;23312,99;22609,73
3091;SO46368;29/11/2011;11/12/2011;06/12/2011;143;2;902,88;23913,89;23011,01
2983;SO43688;29/12/2010;10/01/2011;05/01/2011;161;2;332,66;12718,08;12385,42
3018;SO43858;29/01/2011;10/02/2011;05/02/2011;36;2;242,78;13694,35;13451,57
3107;SO43876;29/01/2011;10/02/2011;05/02/2011;270;2;223,68;7135,26;6911,59
2934;SO43883;29/01/2011;10/02/2011;05/02/2011;684;2;627,24;18320,69;17693,45
2968;SO44307;31/03/2011;12/04/2011;07/04/2011;486;2;133,86;7758,12;7624,26
3116;SO44311;31/03/2011;12/04/2011;07/04/2011;269;2;245,00;7349,96;7104,96
3046;SO44502;01/05/2011;13/05/2011;08/05/2011;36;2;551,02;17871,45;17320,43
3060;SO44740;31/05/2011;12/06/2011;07/06/2011;216;2;234,48;6641,13;6406,65
3031;SO44784;31/05/2011;12/06/2011;07/06/2011;126;2;141,78;2604,07;2462,29
3098;SO45069;01/07/2011;13/07/2011;08/07/2011;161;2;597,80;24552,13;23954,33
3051;SO45285;01/08/2011;13/08/2011;08/08/2011;36;2;500,50;14919,30;14418,80
3133;SO45297;01/08/2011;13/08/2011;08/08/2011;107;2;264,92;6435,39;6170,47
3008;SO46043;29/10/2011;10/11/2011;05/11/2011;36;2;518,04;19030,73;18512,69
2906;SO46095;29/10/2011;10/11/2011;05/11/2011;342;2;261,14;9550,93;9289,79
2878;SO46385;29/11/2011;11/12/2011;06/12/2011;54;2;1372,94;46414,54;45041,60
2881;SO43682;29/12/2010;10/01/2011;05/01/2011;486;2;138,60;3875,72;3737,12
3113;SO44491;01/05/2011;13/05/2011;08/05/2011;162;2;86,12;3427,42;3341,30
3069;SO44522;01/05/2011;13/05/2011;08/05/2011;270;2;553,86;26149,25;25595,39
2972;SO45309;01/08/2011;13/08/2011;08/08/2011;684;2;382,02;11924,19;11542,17
3033;SO45562;29/08/2011;10/09/2011;05/09/2011;126;2;113,54;3463,30;3349,76
2895;SO45575;29/08/2011;10/09/2011;05/09/2011;54;2;776,62;29325,84;28549,22
3097;SO45809;29/09/2011;11/10/2011;06/10/2011;161;2;699,40;24087,53;23388,12
3063;SO44131;01/03/2011;13/03/2011;08/03/2011;576;2;742,96;20514,29;19771,33
2922;SO44800;31/05/2011;12/06/2011;07/06/2011;576;2;365,34;17107,49;16742,15
3158;SO45304;01/08/2011;13/08/2011;08/08/2011;144;2;425,32;20324,94;19899,62
3047;SO45573;29/08/2011;10/09/2011;05/09/2011;576;2;124,28;8158,48;8034,20
3165;SO46061;29/10/2011;10/11/2011;05/11/2011;144;2;581,46;14189,96;13608,50
2873;SO51101;28/12/2012;09/01/2013;04/01/2013;618;2;1117,30;35028,74;33911,44
2841;SO51810;28/01/2013;09/02/2013;04/02/2013;108;2;994,64;46010,71;45016,07
2899;SO53506;28/02/2013;12/03/2013;07/03/2013;72;2;2265,26;106207,06;103941,80
2948;SO63167;31/07/2013;12/08/2013;07/08/2013;684;2;467,02;19702,75;19235,73
3007;SO63175;31/07/2013;12/08/2013;07/08/2013;540;2;520,88;17628,69;17107,81
3044;SO63279;31/07/2013;12/08/2013;07/08/2013;666;2;565,24;27078,94;26513,70
2940;SO65152;29/08/2013;10/09/2013;05/09/2013;216;2;299,02;11710,42;11411,40
3041;SO69450;29/10/2013;10/11/2013;05/11/2013;684;2;1294,04;35047,64;33753,60
2977;SO69462;29/10/2013;10/11/2013;05/11/2013;540;2;356,80;11013,58;10656,78
2995;SO69544;29/10/2013;10/11/2013;05/11/2013;666;2;1221,66;35536,67;34315,01
2896;SO71824;29/11/2013;11/12/2013;06/12/2013;72;2;1600,18;85917,55;84317,37
2912;SO71949;29/11/2013;11/12/2013;06/12/2013;54;2;878,94;34208,49;33329,55
2829;SO55239;30/03/2013;11/04/2013;06/04/2013;125;2;1287,74;39810,84;38523,10
3150;SO51141;28/12/2012;09/01/2013;04/01/2013;252;2;124,82;4009,60;3884,78
2845;SO61239;30/06/2013;12/07/2013;07/07/2013;414;2;671,92;18775,69;18103,77
3121;SO55330;30/03/2013;11/04/2013;06/04/2013;252;2;82,38;3430,62;3348,24
2826;SO63200;31/07/2013;12/08/2013;07/08/2013;233;2;800,70;24027,48;23226,78
2892;SO57087;30/04/2013;12/05/2013;07/05/2013;522;2;678,82;19598,03;18919,21
3039;SO51112;28/12/2012;09/01/2013;04/01/2013;691;2;960,34;28599,11;27638,77
2987;SO53556;28/02/2013;12/03/2013;07/03/2013;53;2;116,64;4027,27;3910,63
2837;SO53560;28/02/2013;12/03/2013;07/03/2013;539;2;1865,58;56025,52;54159,94
2854;SO53567;28/02/2013;12/03/2013;07/03/2013;179;2;954,54;30705,44;29750,90
3026;SO58903;30/05/2013;11/06/2013;06/06/2013;557;2;105,62;3614,46;3508,84
2830;SO47395;29/02/2012;12/03/2012;07/03/2012;72;2;2912,88;148015,56;145102,68
2879;SO59074;30/05/2013;11/06/2013;06/06/2013;54;2;1313,76;36759,72;35445,96
2900;SO46655;29/12/2011;10/01/2012;05/01/2012;414;2;1365,52;45064,27;43698,75
2902;SO46993;29/01/2012;10/02/2012;05/02/2012;233;2;1130,76;48756,08;47625,32
2928;SO47664;30/03/2012;11/04/2012;06/04/2012;125;2;886,68;41414,85;40528,17
2901;SO47685;30/03/2012;11/04/2012;06/04/2012;594;2;1982,54;51209,01;49226,47
2965;SO47730;30/03/2012;11/04/2012;06/04/2012;252;2;650,18;26305,46;25655,28
3021;SO47976;30/04/2012;12/05/2012;07/05/2012;667;2;1326,66;40061,73;38735,07
2927;SO48017;30/04/2012;12/05/2012;07/05/2012;233;2;1388,66;36319,66;34931,00
2984;SO48021;30/04/2012;12/05/2012;07/05/2012;396;2;780,26;35564,80;34784,54
2908;SO48076;30/04/2012;12/05/2012;07/05/2012;642;2;2187,68;64550,67;62362,99
3042;SO48739;30/06/2012;12/07/2012;07/07/2012;252;2;687,66;20558,88;19871,22
3102;SO48753;30/06/2012;12/07/2012;07/07/2012;125;2;888,02;30333,79;29445,77
3012;SO48770;30/06/2012;12/07/2012;07/07/2012;594;2;1126,84;35818,94;34692,10
2933;SO48776;30/06/2012;12/07/2012;07/07/2012;414;2;722,08;23264,49;22542,41
2946;SO49117;31/07/2012;12/08/2012;07/08/2012;396;2;678,30;24520,05;23841,75
3048;SO49157;31/07/2012;12/08/2012;07/08/2012;642;2;3036,90;66733,37;63696,47
3027;SO49825;28/09/2012;10/10/2012;05/10/2012;125;2;633,18;33604,49;32971,31
3016;SO49877;28/09/2012;10/10/2012;05/10/2012;414;2;768,96;36459,77;35690,81
3052;SO49894;28/09/2012;10/10/2012;05/10/2012;252;2;889,38;40267,24;39377,86
2941;SO50280;28/10/2012;09/11/2012;04/11/2012;233;2;1013,04;33636,84;32623,80
3022;SO44129;01/03/2011;13/03/2011;08/03/2011;54;2;1546,96;55699,80;54152,84
2844;SO44293;31/03/2011;12/04/2011;07/04/2011;618;2;779,30;23983,70;23204,40
2970;SO44531;01/05/2011;13/05/2011;08/05/2011;684;2;906,50;22817,61;21911,11
3024;SO44778;31/05/2011;12/06/2011;07/06/2011;575;2;1817,74;42894,34;41076,60
3076;SO44797;31/05/2011;12/06/2011;07/06/2011;54;2;2181,48;59951,24;57769,76
3004;SO45277;01/08/2011;13/08/2011;08/08/2011;558;2;961,52;29534,94;28573,43
2921;SO46036;29/10/2011;10/11/2011;05/11/2011;558;2;826,20;30512,40;29686,20
2929;SO46059;29/10/2011;10/11/2011;05/11/2011;270;2;866,76;29446,74;28579,98
2857;SO47450;29/02/2012;12/03/2012;07/03/2012;54;2;1857,04;65615,60;63758,56
2870;SO48392;30/05/2012;11/06/2012;06/06/2012;54;2;1677,40;50384,00;48706,60
3079;SO49115;31/07/2012;12/08/2012;07/08/2012;666;2;822,84;20038,36;19215,52
3101;SO50704;28/11/2012;10/12/2012;05/12/2012;575;2;423,82;12263,96;11840,14
2955;SO51776;28/01/2013;09/02/2013;04/02/2013;522;2;575,48;16795,01;16219,53
2926;SO43673;29/12/2010;10/01/2011;05/01/2011;618;2;114,10;3746,20;3632,10
3023;SO45335;01/08/2011;13/08/2011;08/08/2011;342;2;373,02;14048,06;13675,04
2962;SO45793;29/09/2011;11/10/2011;06/10/2011;618;2;673,34;26685,00;26011,66
3001;SO46324;29/11/2011;11/12/2011;06/12/2011;216;2;122,66;4310,74;4188,08
2915;SO46386;29/11/2011;11/12/2011;06/12/2011;576;2;367,88;12343,25;11975,37
2836;SO43907;29/01/2011;10/02/2011;05/02/2011;342;2;487,32;14660,30;14172,98
2832;SO46947;29/01/2012;10/02/2012;05/02/2012;667;2;1207,50;39070,95;37863,45
2981;SO47052;29/01/2012;10/02/2012;05/02/2012;642;2;1541,78;59518,76;57976,98
3123;SO49536;28/08/2012;09/09/2012;04/09/2012;690;2;6,72;396,07;389,35
2848;SO67314;29/09/2013;11/10/2013;06/10/2013;414;2;1334,86;42024,98;40690,12
3011;SO46640;29/12/2011;10/01/2012;05/01/2012;252;2;906,70;33293,85;32387,15
2980;SO49113;31/07/2012;12/08/2012;07/08/2012;233;2;766,58;25124,61;24358,03
2887;SO50263;28/10/2012;09/11/2012;04/11/2012;667;2;997,54;30252,33;29254,79
3059;SO47025;29/01/2012;10/02/2012;05/02/2012;666;2;564,66;17146,54;16581,88
3129;SO48034;30/04/2012;12/05/2012;07/05/2012;540;2;682,68;15617,75;14935,07
3034;SO49169;31/07/2012;12/08/2012;07/08/2012;684;2;877,58;35380,64;34503,06
2834;SO50683;28/11/2012;10/12/2012;05/12/2012;72;2;2648,40;105042,07;102393,67
3068;SO51790;28/01/2013;09/02/2013;04/02/2013;667;2;616,84;15242,59;14625,75
2858;SO57098;30/04/2013;12/05/2013;07/05/2013;667;2;175,84;4678,20;4502,36
2989;SO69476;29/10/2013;10/11/2013;05/11/2013;667;2;96,24;3515,27;3419,03
3014;SO71940;29/11/2013;11/12/2013;06/12/2013;576;2;21,72;490,43;468,71
2973;SO67291;29/09/2013;11/10/2013;06/10/2013;252;2;30,08;1074,26;1044,18
2868;SO69442;29/10/2013;10/11/2013;05/11/2013;233;2;965,44;31257,38;30291,94
2889;SO46994;29/01/2012;10/02/2012;05/02/2012;396;2;1255,52;54864,34;53608,82
3084;SO49084;31/07/2012;12/08/2012;07/08/2012;667;2;485,38;24715,36;24229,98
3010;SO47706;30/03/2012;11/04/2012;06/04/2012;414;2;945,50;29731,49;28785,99
2917;SO44114;01/03/2011;13/03/2011;08/03/2011;575;2;1247,66;33478,91;32231,25
2914;SO46363;29/11/2011;11/12/2011;06/12/2011;575;2;1383,00;33516,92;32133,92
3045;SO51770;28/01/2013;09/02/2013;04/02/2013;540;2;556,16;17237,17;16681,01
3003;SO51860;28/01/2013;09/02/2013;04/02/2013;666;2;2199,70;71029,15;68829,45
2942;SO57141;30/04/2013;12/05/2013;07/05/2013;666;2;1597,06;43072,69;41475,63
2875;SO58950;30/05/2013;11/06/2013;06/06/2013;72;2;1474,52;71225,96;69751,44
3015;SO65237;29/08/2013;10/09/2013;05/09/2013;72;2;1887,00;53693,77;51806,77
3062;SO69481;29/10/2013;10/11/2013;05/11/2013;558;2;48,42;2780,78;2732,36
2860;SO69526;29/10/2013;10/11/2013;05/11/2013;108;2;868,18;17818,47;16950,29
3025;SO48781;30/06/2012;12/07/2012;07/07/2012;269;2;20,44;403,87;383,43
3080;SO46986;29/01/2012;10/02/2012;05/02/2012;89;2;189,22;6814,41;6625,19
3049;SO51784;28/01/2013;09/02/2013;04/02/2013;558;2;92,70;7407,70;7315,00
2966;SO57125;30/04/2013;12/05/2013;07/05/2013;108;2;748,04;18408,92;17660,88
2863;SO51748;28/01/2013;09/02/2013;04/02/2013;233;2;1852,48;53958,69;52106,21
2994;SO51741;28/01/2013;09/02/2013;04/02/2013;89;2;33,50;2969,69;2936,19
3082;SO63147;31/07/2013;12/08/2013;07/08/2013;36;2;1,90;48,59;46,69
2959;SO69473;29/10/2013;10/11/2013;05/11/2013;378;2;41,50;1935,89;1894,39
3058;SO46610;29/12/2011;10/01/2012;05/01/2012;125;2;932,22;36643,18;35710,96
2886;SO46633;29/12/2011;10/01/2012;05/01/2012;594;2;2106,36;66143,22;64036,86
3081;SO47421;29/02/2012;12/03/2012;07/03/2012;575;2;168,14;9146,65;8978,51
2910;SO49843;28/09/2012;10/10/2012;05/10/2012;594;2;2568,08;80588,87;78020,79
2839;SO50228;28/10/2012;09/11/2012;04/11/2012;396;2;1087,82;28292,15;27204,33
2852;SO53534;28/02/2013;12/03/2013;07/03/2013;216;2;370,14;12430,42;12060,28
3035;SO53537;28/02/2013;12/03/2013;07/03/2013;557;2;43,42;1739,02;1695,60
2833;SO53585;28/02/2013;12/03/2013;07/03/2013;126;2;110,68;2576,90;2466,22
2853;SO55301;30/03/2013;11/04/2013;06/04/2013;414;2;1217,08;46481,12;45264,04
2996;SO57063;30/04/2013;12/05/2013;07/05/2013;396;2;14,40;477,58;463,18
2930;SO57091;30/04/2013;12/05/2013;07/05/2013;378;2;194,06;6032,86;5838,80
2950;SO57112;30/04/2013;12/05/2013;07/05/2013;107;2;5,86;232,69;226,83
2880;SO58976;30/05/2013;11/06/2013;06/06/2013;216;2;342,22;10381,07;10038,85
3088;SO63135;31/07/2013;12/08/2013;07/08/2013;558;2;15,60;1663,43;1647,83
2944;SO69440;29/10/2013;10/11/2013;05/11/2013;396;2;7,72;577,47;569,75
2935;SO71852;29/11/2013;11/12/2013;06/12/2013;216;2;234,86;7933,73;7698,87
3115;SO59006;30/05/2013;11/06/2013;06/06/2013;576;2;159,14;3683,94;3524,80
3132;SO61192;30/06/2013;12/07/2013;07/07/2013;252;2;9,12;2783,99;2774,87
2975;SO47050;29/01/2012;10/02/2012;05/02/2012;432;2;167,58;6803,69;6636,11
2951;SO57164;30/04/2013;12/05/2013;07/05/2013;540;2;239,64;15310,32;15070,68
3017;SO59032;30/05/2013;11/06/2013;06/06/2013;126;2;130,30;2748,51;2618,21
3096;SO51747;28/01/2013;09/02/2013;04/02/2013;396;2;79,16;1886,44;1807,28
3103;SO43908;29/01/2011;10/02/2011;05/02/2011;432;2;74,14;2561,54;2487,40
3050;SO44280;31/03/2011;12/04/2011;07/04/2011;215;2;1,08;57,68;56,60
2847;SO44515;01/05/2011;13/05/2011;08/05/2011;107;2;160,38;5492,18;5331,80
2956;SO45067;01/07/2011;13/07/2011;08/07/2011;269;2;37,04;3091,86;3054,82
3137;SO45807;29/09/2011;11/10/2011;06/10/2011;269;2;81,88;3524,03;3442,15
2993;SO46054;29/10/2011;10/11/2011;05/11/2011;107;2;351,06;8543,06;8192,00
2988;SO46097;29/10/2011;10/11/2011;05/11/2011;432;2;60,08;3256,61;3196,54
2945;SO47021;29/01/2012;10/02/2012;05/02/2012;359;2;49,14;1444,34;1395,20
2979;SO47351;29/02/2012;12/03/2012;07/03/2012;216;2;313,02;11056,64;10743,62
3124;SO48073;30/04/2012;12/05/2012;07/05/2012;432;2;449,30;10244,74;9795,44
2952;SO48290;30/05/2012;11/06/2012;06/06/2012;216;2;259,44;9342,12;9082,68
3161;SO48394;30/05/2012;11/06/2012;06/06/2012;576;2;44,78;2485,70;2440,92
2866;SO49158;31/07/2012;12/08/2012;07/08/2012;108;2;655,82;17782,32;17126,51
3074;SO49545;28/08/2012;09/09/2012;04/09/2012;636;2;14,12;418,82;404,70
3153;SO49547;28/08/2012;09/09/2012;04/09/2012;576;2;28,98;2485,70;2456,72
2976;SO50258;28/10/2012;09/11/2012;04/11/2012;359;2;4,68;170,73;166,05
2932;SO50312;28/10/2012;09/11/2012;04/11/2012;642;2;1465,90;68280,51;66814,61
3054;SO51119;28/12/2012;09/01/2013;04/01/2013;305;2;97,50;2107,31;2009,81
3064;SO51743;28/01/2013;09/02/2013;04/02/2013;270;2;26,24;2698,18;2671,94
2920;SO51778;28/01/2013;09/02/2013;04/02/2013;359;2;103,44;3056,15;2952,71
2876;SO53564;28/02/2013;12/03/2013;07/03/2013;636;2;0,08;2,75;2,67
2864;SO57060;30/04/2013;12/05/2013;07/05/2013;89;2;139,92;3148,45;3008,53
2849;SO57140;30/04/2013;12/05/2013;07/05/2013;359;2;15,16;583,68;568,52
2924;SO63125;31/07/2013;12/08/2013;07/08/2013;378;2;242,76;8511,91;8269,15
3028;SO63137;31/07/2013;12/08/2013;07/08/2013;667;2;40,20;880,81;840,61
2958;SO63163;31/07/2013;12/08/2013;07/08/2013;89;2;89,26;4142,05;4052,79
2963;SO63184;31/07/2013;12/08/2013;07/08/2013;359;2;1,78;108,56;106,78
2893;SO63219;31/07/2013;12/08/2013;07/08/2013;108;2;300,86;9878,13;9577,27
2997;SO65262;29/08/2013;10/09/2013;05/09/2013;636;2;4,06;225,87;221,81
2961;SO65276;29/08/2013;10/09/2013;05/09/2013;126;2;32,24;1403,92;1371,68
3078;SO65302;29/08/2013;10/09/2013;05/09/2013;143;2;1,76;65,99;64,23
3029;SO69489;29/10/2013;10/11/2013;05/11/2013;107;2;35,84;964,72;928,88
2861;SO69493;29/10/2013;10/11/2013;05/11/2013;89;2;280,82;5311,58;5030,76
2971;SO69499;29/10/2013;10/11/2013;05/11/2013;593;2;73,32;2192,84;2119,52
3112;SO69507;29/10/2013;10/11/2013;05/11/2013;432;2;242,22;6042,18;5799,96
2872;SO69534;29/10/2013;10/11/2013;05/11/2013;359;2;13,58;331,15;317,57
2938;SO71908;29/11/2013;11/12/2013;06/12/2013;126;2;13,10;2108,63;2095,53
3142;SO43687;29/12/2010;10/01/2011;05/01/2011;269;2;39,94;1258,38;1218,44
3146;SO44558;01/05/2011;13/05/2011;08/05/2011;432;2;21,92;838,92;817,00
3067;SO45063;01/07/2011;13/07/2011;08/07/2011;486;2;258,12;11121,19;10863,07
3057;SO45803;29/09/2011;11/10/2011;06/10/2011;486;2;238,70;9891,29;9652,59
2937;SO43851;29/01/2011;10/02/2011;05/02/2011;558;2;220,78;6783,77;6562,99
3105;SO43870;29/01/2011;10/02/2011;05/02/2011;107;2;199,94;4316,99;4117,05
2869;SO45333;01/08/2011;13/08/2011;08/08/2011;432;2;62,38;4223,19;4160,81
2991;SO46027;29/10/2011;10/11/2011;05/11/2011;162;2;153,18;3456,26;3303,08
3040;SO46369;29/11/2011;11/12/2011;06/12/2011;126;2;134,04;3962,24;3828,20
2953;SO44074;01/03/2011;13/03/2011;08/03/2011;216;2;22,82;844,10;821,28
2851;SO44303;31/03/2011;12/04/2011;07/04/2011;252;2;0,04;5,70;5,66
2894;SO48002;30/04/2012;12/05/2012;07/05/2012;107;2;160,10;4610,74;4450,64
2842;SO48046;30/04/2012;12/05/2012;07/05/2012;359;2;10,80;325,90;315,10
3148;SO48783;30/06/2012;12/07/2012;07/07/2012;161;2;24,72;1308,94;1284,22
3020;SO50243;28/10/2012;09/11/2012;04/11/2012;540;2;585,28;20139,24;19553,96
3077;SO50283;28/10/2012;09/11/2012;04/11/2012;432;2;57,84;4974,15;4916,31
3094;SO50755;28/11/2012;10/12/2012;05/12/2012;636;2;36,90;671,41;634,51
2850;SO51782;28/01/2013;09/02/2013;04/02/2013;521;2;0,04;1,37;1,33
2903;SO51841;28/01/2013;09/02/2013;04/02/2013;432;2;1,00;32,12;31,12
2949;SO51866;28/01/2013;09/02/2013;04/02/2013;251;2;14,60;977,38;962,78
3038;SO53620;28/02/2013;12/03/2013;07/03/2013;576;2;14,30;1215,58;1201,28
3043;SO57101;30/04/2013;12/05/2013;07/05/2013;558;2;40,00;2568,88;2528,88
3006;SO57123;30/04/2013;12/05/2013;07/05/2013;432;2;104,78;4973,77;4868,99
3147;SO57146;30/04/2013;12/05/2013;07/05/2013;593;2;22,56;818,70;796,14
3117;SO63199;31/07/2013;12/08/2013;07/08/2013;107;2;81,46;1458,89;1377,43
3072;SO63221;31/07/2013;12/08/2013;07/08/2013;593;2;1,60;41,99;40,39
2884;SO63232;31/07/2013;12/08/2013;07/08/2013;396;2;0,74;78,59;77,85
2882;SO65153;29/08/2013;10/09/2013;05/09/2013;557;2;90,22;2428,48;2338,26
3122;SO67350;29/09/2013;11/10/2013;06/10/2013;305;2;26,30;802,40;776,10
2904;SO71778;29/11/2013;11/12/2013;06/12/2013;557;2;2,90;1117,39;1114,49
3055;SO47446;29/02/2012;12/03/2012;07/03/2012;636;2;9,10;379,47;370,37
3089;SO48361;30/05/2012;11/06/2012;06/06/2012;575;2;408,40;11084,54;10676,14
3092;SO51794;28/01/2013;09/02/2013;04/02/2013;378;2;59,10;1323,44;1264,34
3005;SO65321;29/08/2013;10/09/2013;05/09/2013;576;2;8,70;439,87;431,17
3144;SO57102;30/04/2013;12/05/2013;07/05/2013;162;2;16,36;323,99;307,63
3073;SO46659;29/12/2011;10/01/2012;05/01/2012;161;2;7,54;684,03;676,49
3134;SO45271;01/08/2011;13/08/2011;08/08/2011;162;2;217,58;5980,05;5762,47
2931;SO45517;29/08/2011;10/09/2011;05/09/2011;216;2;301,52;9421,27;9119,75
3099;SO46376;29/11/2011;11/12/2011;06/12/2011;503;2;11,64;776,36;764,72
3128;SO44789;31/05/2011;12/06/2011;07/06/2011;503;2;29,94;776,36;746,42
2897;SO59056;30/05/2013;11/06/2013;06/06/2013;503;2;0,10;37,25;37,15
3085;SO71929;29/11/2013;11/12/2013;06/12/2013;503;2;1,92;48,59;46,67
3086;SO59007;30/05/2013;11/06/2013;06/06/2013;636;2;39,52;1142,86;1103,34
2888;SO69438;29/10/2013;10/11/2013;05/11/2013;270;2;0,10;72,16;72,06
2954;SO47713;30/03/2012;11/04/2012;06/04/2012;161;2;0,28;67,54;67,26
3109;SO49050;31/07/2012;12/08/2012;07/08/2012;36;2;11,70;251,48;239,78
3065;SO47453;29/02/2012;12/03/2012;07/03/2012;576;2;93,14;2269,27;2176,13
3136;SO61191;30/06/2013;12/07/2013;07/07/2013;305;2;12,38;602,35;589,97
3127;SO46961;29/01/2012;10/02/2012;05/02/2012;36;2;8,26;324,45;316,19
3119;SO49874;28/09/2012;10/10/2012;05/10/2012;269;2;16,00;508,39;492,39
3138;SO50278;28/10/2012;09/11/2012;04/11/2012;270;2;12,92;324,45;311,53
3126;SO50732;28/11/2012;10/12/2012;05/12/2012;503;2;8,06;324,45;316,39
3061;SO50741;28/11/2012;10/12/2012;05/12/2012;143;2;9,98;508,39;498,41
3139;SO49530;28/08/2012;09/09/2012;04/09/2012;143;2;80,64;1633,39;1552,75
3135;SO63274;31/07/2013;12/08/2013;07/08/2013;251;2;11,48;356,90;345,42
3141;SO69402;29/10/2013;10/11/2013;05/11/2013;36;2;15,54;356,90;341,36
3140;SO71939;29/11/2013;11/12/2013;06/12/2013;636;2;34,40;713,80;679,40
3114;SO69523;29/10/2013;10/11/2013;05/11/2013;251;2;5,18;356,90;351,72
3125;SO57114;30/04/2013;12/05/2013;07/05/2013;270;2;7,60;202,33;194,73
3131;SO57117;30/04/2013;12/05/2013;07/05/2013;251;2;9,08;202,33;193,25
3111;SO47710;30/03/2012;11/04/2012;06/04/2012;269;2;4,36;183,94;179,58
3110;SO48368;30/05/2012;11/06/2012;06/06/2012;143;2;4,02;183,94;179,92
3118;SO58945;30/05/2013;11/06/2013;06/06/2013;53;2;107,20;3333,67;3226,47
3162;SO65308;29/08/2013;10/09/2013;05/09/2013;503;2;53,54;1466,01;1412,47
